epochs,train loss,val loss,train acc,val acc
0,0.6924286601404664,0.6911067464035178,0.5138165354728699,0.5247374176979065
1,0.6919382886281089,0.6911777766571052,0.5177434682846069,0.5245373845100403
2,0.6918125310272136,0.6908650419933147,0.5196655988693237,0.526357889175415
3,0.691651600378531,0.6908673872157813,0.5174127817153931,0.5273982286453247
4,0.6914952378424387,0.6906681007226133,0.5196242332458496,0.5266579985618591
5,0.6912105729970982,0.6906501262250204,0.5206886529922485,0.5271981358528137
6,0.6911448918322407,0.690803458818951,0.5209263563156128,0.5259777903556824
7,0.6908388800091214,0.6905418455439758,0.5239852070808411,0.5269380807876587
8,0.6906255379555717,0.690400589518849,0.5241815447807312,0.5267780423164368
9,0.6905744867350059,0.6910066710682742,0.5231894850730896,0.525217592716217
10,0.6905196375317044,0.6904827518964918,0.5234891772270203,0.5283985137939453
11,0.6903544585540812,0.6905653267595021,0.5241712331771851,0.5270981192588806
12,0.6902379816171353,0.6906121821728803,0.5260726809501648,0.5277983546257019
13,0.6900220626876468,0.6905239083975139,0.5261243581771851,0.5289586782455444
14,0.6900662278372144,0.6908032479555211,0.5290281772613525,0.5256776809692383
15,0.6898767837771663,0.6905405054011797,0.5270337462425232,0.5272381901741028
16,0.6898309689350229,0.6913688300322971,0.5291625261306763,0.5230769515037537
17,0.6894924132912247,0.6908875718931919,0.5304645895957947,0.5269581079483032
18,0.6895239179727262,0.6908569080884235,0.5323247313499451,0.5277583003044128
