epochs,train loss,val loss,train acc,val acc
0,0.6928347902438499,0.6942998692221407,0.5105369687080383,0.5070919990539551
1,0.6923718807076289,0.6938471428058203,0.51395183801651,0.5132811665534973
2,0.6923554891639068,0.6931150165445074,0.5148029327392578,0.515227198600769
3,0.6920237891962212,0.6930105589423619,0.5174084901809692,0.5151068568229675
4,0.6917946556374409,0.6935884963319323,0.5188025832176208,0.5117263793945312
5,0.691753404976897,0.693287280052138,0.5180768370628357,0.5124486088752747
6,0.6915762711966574,0.693640868324659,0.520144522190094,0.5133413672447205
7,0.6914277032900654,0.6943958803002389,0.5193508863449097,0.5157487988471985
8,0.6913549391076903,0.6932193143543072,0.520337700843811,0.5149062275886536
9,0.6911740901650496,0.6933773818017487,0.5206510424613953,0.5140535831451416
10,0.6909736782544568,0.6932928630049866,0.5223062038421631,0.5149363279342651
11,0.6909111238899813,0.6937205562274427,0.5212932825088501,0.5168020725250244
12,0.6908118600880593,0.6936864169206695,0.5210322141647339,0.5139732956886292
13,0.6907071697101694,0.6942394084277035,0.5218415260314941,0.5121676921844482
