epochs,train loss,val loss,train acc,val acc
0,0.6935551027109554,0.6920720951201247,0.5057451725006104,0.5221580862998962
1,0.6928259422483193,0.6920673678182548,0.5111106634140015,0.5222947597503662
2,0.692666660471697,0.6924024656668031,0.5123912692070007,0.5154610872268677
3,0.6924449905648594,0.6918288717288797,0.515210747718811,0.5205521583557129
4,0.6922736011279508,0.6917914641943351,0.5155043005943298,0.5183312296867371
5,0.6919581220684594,0.6913294206352487,0.518278181552887,0.524652361869812
6,0.6917894471781326,0.6914341246425569,0.5194575786590576,0.5219188928604126
7,0.6915534687961357,0.6911186145335791,0.5202674865722656,0.5252673625946045
8,0.691568678676069,0.6911820854011442,0.5196245908737183,0.5252673625946045
9,0.6913355520310811,0.6915257402115957,0.5218923091888428,0.5235589742660522
10,0.6911659976236213,0.6916710574353124,0.5232589840888977,0.5199713110923767
11,0.6911235628281416,0.6916955080907101,0.5223326683044434,0.5224314332008362
12,0.6907657748013096,0.6914322473192522,0.525000274181366,0.5253015160560608
13,0.6906808047811187,0.6912855133065504,0.5251065492630005,0.5244473218917847
14,0.6904861322586499,0.6918753253980627,0.5256329774856567,0.5221238732337952
15,0.6902554715469829,0.6916609339467705,0.5269389152526855,0.5215088725090027
16,0.6901596061019684,0.6912608074837234,0.5273489356040955,0.5256432294845581
17,0.6898000548604175,0.6919520713036845,0.5306492447853088,0.5211330056190491
