epochs,train loss,val loss,train acc,val acc
0,0.6885147758913295,0.697305183196793,0.5340187549591064,0.5038052201271057
1,0.6867258249599767,0.6975753220663246,0.5419617891311646,0.508804440498352
2,0.6860711549987323,0.697047318297373,0.5423973798751831,0.5072421431541443
3,0.6854480062808775,0.6970819091526568,0.5434060096740723,0.5042515397071838
4,0.6851833984991916,0.6980695896435803,0.5430048108100891,0.5096078515052795
5,0.684104614590876,0.6968301316943509,0.5475093126296997,0.5105229020118713
6,0.6838302615242358,0.6966790494598605,0.5468674898147583,0.5084249973297119
7,0.6832429328914784,0.6967217592800151,0.5477500557899475,0.5106568336486816
8,0.6829944831019344,0.6948169129142286,0.5461568236351013,0.5130225419998169
9,0.6826828467882262,0.6945770237936801,0.5487586855888367,0.5136250853538513
10,0.6822118257018627,0.6972565668978171,0.550535261631012,0.5140937566757202
11,0.6815523795124764,0.6957620962272649,0.5503060221672058,0.5140045285224915
12,0.6813433065150011,0.6973668614132913,0.5507645010948181,0.5126877427101135
13,0.6811242453692291,0.6983693399388775,0.5499736666679382,0.511928915977478
14,0.6806767020309037,0.69491671016408,0.5507186651229858,0.5146517157554626
15,0.6806465428430752,0.6947106005243193,0.5515210032463074,0.5146740674972534
16,0.6804295649891517,0.6966039643872545,0.5510281324386597,0.5140268206596375
17,0.6799788285836998,0.6972810279844935,0.5522889494895935,0.5140045285224915
18,0.6794199444671429,0.6955380709187737,0.5539852976799011,0.5155890583992004
19,0.6790972684449185,0.6960784444400413,0.5553606748580933,0.5145624279975891
