epochs,train loss,val loss,train acc,val acc
0,0.6911468585980686,0.6926638563982453,0.5217291116714478,0.5208871960639954
1,0.6887497073974442,0.6928677685998874,0.5342541337013245,0.5185193419456482
2,0.6883337249390175,0.6923752874501758,0.5360355377197266,0.5213651061058044
3,0.687663106159175,0.6918191811694153,0.5371242165565491,0.5223426818847656
4,0.6867238222633774,0.6919471940324994,0.5393015146255493,0.5227771401405334
5,0.6860883550635636,0.6920687583432198,0.5378170013427734,0.521929919719696
6,0.685838951927448,0.6921512358033198,0.5395544171333313,0.5197358131408691
7,0.6853009326378433,0.6926522951921846,0.541566789150238,0.5197141170501709
8,0.6846624825617351,0.6918135306224172,0.5434581637382507,0.5232550501823425
9,0.6844693242516474,0.6928066503664186,0.5431942939758301,0.5195403099060059
10,0.6843556303075973,0.6927032784490834,0.5452616214752197,0.5191493034362793
11,0.6840020533538131,0.6929796333148079,0.5436341166496277,0.5211478471755981
12,0.6835823615238239,0.6919779827649503,0.5458444356918335,0.5240371227264404
13,0.6831972036161601,0.6926667898989821,0.5472409725189209,0.5234723091125488
14,0.6828181822419143,0.692699875179634,0.5458114147186279,0.5200834274291992
15,0.6826638872718509,0.6928828474588771,0.5458444356918335,0.518932044506073
16,0.6821733836268374,0.6934045975579068,0.5496272444725037,0.5151739120483398
17,0.6817947705828828,0.693484049557557,0.548439621925354,0.5165424942970276
18,0.6814752540373603,0.6939642973747715,0.5488904714584351,0.5170204043388367
