epochs,train loss,val loss,train acc,val acc
0,0.6912594167844155,0.6933314081127856,0.5269229412078857,0.5245620012283325
1,0.6897886822777797,0.6937423976737173,0.5323528051376343,0.5244413614273071
2,0.6894175943070869,0.693003334522693,0.5329172611236572,0.5240041017532349
3,0.689044177081554,0.692751284693317,0.5343323945999146,0.523597002029419
4,0.6887162683963226,0.6932713734593496,0.5350161194801331,0.5222249031066895
5,0.6884690722088777,0.6931371215938397,0.5360972881317139,0.5237779021263123
6,0.6879467668771961,0.6937028537080996,0.538824200630188,0.5217574834823608
7,0.6880901684820564,0.6938713440464128,0.537265956401825,0.5240041017532349
8,0.687987762352912,0.6941566268111709,0.5377032160758972,0.5228883624076843
9,0.6879923926664232,0.694680440699442,0.5367969274520874,0.5217122435569763
10,0.6878252140662626,0.6943483433779242,0.5382676720619202,0.5216368436813354
11,0.6877326736660779,0.6947615050186758,0.5388162136077881,0.5242302417755127
12,0.6874635489892897,0.6952377558221849,0.5389116406440735,0.5215464234352112
13,0.6873230370963639,0.6956356060828092,0.5396748185157776,0.5200084447860718
