epochs,train loss,val loss,train acc,val acc
0,0.6927574720372943,0.6923602187816349,0.5142049193382263,0.5176832675933838
1,0.6914207561074885,0.6928452379477383,0.5229151844978333,0.5097977519035339
2,0.6909407804114842,0.6921574372203002,0.5251942276954651,0.5200489163398743
3,0.6903875377304712,0.6923082594162492,0.5280003547668457,0.5208505988121033
4,0.6898750189558672,0.6925831112214708,0.5301796793937683,0.5192603468894958
5,0.6898521253356086,0.6920321039199128,0.5309916138648987,0.5209031701087952
6,0.6893830696414869,0.6924449880015443,0.531575620174408,0.5196020603179932
7,0.6890772780538236,0.6921200264244244,0.5324159860610962,0.5199437737464905
8,0.6887385413825483,0.6928227346887769,0.5331780910491943,0.5191683173179626
9,0.6887062245166695,0.6929064053843276,0.5341466665267944,0.5193786025047302
10,0.6881184652871677,0.692345453985973,0.5364043712615967,0.5194574594497681
11,0.6880922487855415,0.6929539194068076,0.5360981225967407,0.5199700593948364
12,0.687735908377471,0.69352012165562,0.5372874736785889,0.5179986357688904
13,0.6877933220632614,0.6929392016022197,0.5363972187042236,0.5179986357688904
14,0.6873383411258512,0.6924701734436699,0.5391321182250977,0.5194574594497681
15,0.6870875459232223,0.6926588667861785,0.5400009751319885,0.519707202911377
