epochs,train loss,val loss,train acc,val acc
0,0.692256845478529,0.6930654561470351,0.5193169713020325,0.5146282315254211
1,0.6912805219600677,0.6928040146750525,0.5242447853088379,0.5172800421714783
2,0.6909263582653168,0.6928097858804612,0.5265762209892273,0.5164458751678467
3,0.6904570870672159,0.6929862318680786,0.52701336145401,0.5139186382293701
4,0.6902183035062388,0.6936623362643353,0.5278081297874451,0.5131467580795288
5,0.689781990128789,0.6927090075604796,0.5290665626525879,0.5168442726135254
6,0.6895286407249372,0.692251819121957,0.529748797416687,0.5199068784713745
7,0.6892944155278747,0.6926618964600495,0.5305501818656921,0.5195084810256958
8,0.6890531009082284,0.6926747951948763,0.5328882336616516,0.5175787806510925
9,0.6890442433029474,0.692743854229802,0.5310138463973999,0.5191599130630493
10,0.6887514240018598,0.692700417430258,0.532000720500946,0.5188984870910645
11,0.6880878890281809,0.693172747184957,0.5340142250061035,0.518089234828949
12,0.6879261109691422,0.693539971903046,0.5354382395744324,0.5217245221138
13,0.6879483574564125,0.69310394881832,0.5345970392227173,0.5208779573440552
14,0.6876248167830131,0.6929190200517676,0.5365310907363892,0.5193217396736145
15,0.687244253844038,0.6933978238515862,0.5369549989700317,0.5193466544151306
16,0.6870866185819876,0.6931265858764234,0.5374451279640198,0.5208779573440552
